author_id,openalex,orcid,scopus,twitter,wikipedia,mag
5087249091,5087249091,,,,,
5062915596,5062915596,,,,,
5022190089,5022190089,,,,,
5050964499,5050964499,,,,,
5075010605,5075010605,,,,,
5008974874,5008974874,,,,,
5002139034,5002139034,,,,,
5023158589,5023158589,,,,,
5065552531,5065552531,,,,,
5090856588,5090856588,,,,,
5000241801,5000241801,,,,,
5069963505,5069963505,,,,,
5071865686,5071865686,,,,,
5010042476,5010042476,,,,,
5017707285,5017707285,,,,,
5053730749,5053730749,,,,,
5029042842,5029042842,,,,,
5090170009,5090170009,,,,,
5075959498,5075959498,,,,,
5088250792,5088250792,,,,,
5084821703,5084821703,,,,,
5039553335,5039553335,0000-0002-7790-939X,,,,
5083513594,5083513594,,,,,
5047860725,5047860725,,,,,
5001247168,5001247168,,,,,
5007226805,5007226805,,,,,
5067083570,5067083570,,,,,
5088774335,5088774335,,,,,
5047975619,5047975619,,,,,
5052796219,5052796219,,,,,
5057126228,5057126228,,,,,
5071907383,5071907383,,,,,
5055704153,5055704153,,,,,
5060074227,5060074227,,,,,
5068086817,5068086817,,,,,
5091239365,5091239365,,,,,
5028220643,5028220643,,,,,
5084721919,5084721919,,,,,
5005914009,5005914009,,,,,
5034243585,5034243585,0000-0001-5085-2015,,,,
5048078588,5048078588,,,,,
5048466472,5048466472,,,,,
5057198702,5057198702,,,,,
5067235788,5067235788,,,,,
5076559815,5076559815,,,,,
5086511085,5086511085,,,,,
5005020376,5005020376,,,,,
5022425980,5022425980,,,,,
5028999916,5028999916,,,,,
5029924681,5029924681,,,,,
5056029393,5056029393,,,,,
5065061430,5065061430,,,,,
5008513659,5008513659,,,,,
5045541568,5045541568,0000-0002-5986-962X,,,,
5079320024,5079320024,,,,,
5085701476,5085701476,,,,,
5029873389,5029873389,,,,,
5054466592,5054466592,,,,,
5082696829,5082696829,0000-0001-7088-2035,,,,
5042635009,5042635009,,,,,
5028386879,5028386879,,,,,
5078586744,5078586744,,,,,
5024332613,5024332613,,,,,
5061039751,5061039751,,,,,
5080782025,5080782025,0000-0002-6516-8352,inward/authorDetails.url?authorID=7006481020&partnerID=MN8TOARS,,,
5022729625,5022729625,,,,,
5036662362,5036662362,,,,,
5080874815,5080874815,,,,,
5062074070,5062074070,,,,,
5051475312,5051475312,0000-0003-2449-2663,,,,
5052205279,5052205279,,,,,
5079362604,5079362604,,,,,
5081763586,5081763586,,,,,
5034812092,5034812092,,,,,
5046371155,5046371155,,,,,
5008144877,5008144877,,,,,
5025389409,5025389409,,,,,
5045820780,5045820780,0000-0001-5509-2561,,,,
5012287162,5012287162,,,,,
5044782313,5044782313,,,,,
5062872027,5062872027,,,,,
5089362934,5089362934,,,,,
5073347409,5073347409,0000-0003-3388-3850,,,,
5086736655,5086736655,,,,,
5040010116,5040010116,,,,,
5062080272,5062080272,,,,,
5058798806,5058798806,,,,,
5086983410,5086983410,,,,,
5027477693,5027477693,,,,,
5008496635,5008496635,0000-0003-3842-9454,inward/authorDetails.url?authorID=7007055472&partnerID=MN8TOARS,,,
5072262259,5072262259,,,,,
5020483292,5020483292,,,,,
5049439898,5049439898,,,,,
5067845888,5067845888,,,,,
5080419223,5080419223,,,,,
5076254444,5076254444,,,,,
5058161260,5058161260,,,,,
5075822266,5075822266,,,,,
5033181376,5033181376,,,,,
5005123802,5005123802,,,,,
5065889843,5065889843,,,,,
5025986188,5025986188,,,,,
5083296313,5083296313,0000-0001-5600-8034,,,,
5004747807,5004747807,,,,,
5046367144,5046367144,0009-0002-6397-4614,,,,
5033872453,5033872453,,,,,
5083981519,5083981519,,,,,
5033204973,5033204973,,,,,
5061531752,5061531752,0000-0001-6260-6479,,,,
5056461765,5056461765,,,,,
5085932070,5085932070,,,,,
5009687540,5009687540,,,,,
5087602901,5087602901,,,,,
5026940991,5026940991,,,,,
5013514001,5013514001,,,,,
5084419303,5084419303,,,,,
5087305515,5087305515,,,,,
5076381637,5076381637,,,,,
5085591989,5085591989,,,,,
5066809107,5066809107,,,,,
5022719891,5022719891,,,,,
5080719634,5080719634,0000-0002-9764-4368,,,,
5008679646,5008679646,,,,,
5020825814,5020825814,0000-0002-1068-6734,,,,
5059536702,5059536702,,,,,
5011743476,5011743476,,,,,
5015987754,5015987754,0000-0001-8712-3051,,,,
5043776379,5043776379,,,,,
5038838837,5038838837,,,,,
5083043755,5083043755,,,,,
5064606248,5064606248,,,,,
5083251793,5083251793,,,,,
5004932139,5004932139,,,,,
5049404359,5049404359,,,,,
5024951508,5024951508,,,,,
5018227642,5018227642,,,,,
5033632800,5033632800,,,,,
5020207018,5020207018,,,,,
5047461444,5047461444,,,,,
5065753963,5065753963,,,,,
5073491740,5073491740,,,,,
5030232420,5030232420,,,,,
5082202542,5082202542,0000-0002-6558-4639,inward/authorDetails.url?authorID=7003741045&partnerID=MN8TOARS,,,
5089085199,5089085199,,,,,
5013414360,5013414360,,,,,
5025191886,5025191886,,,,,
5075559582,5075559582,,,,,
5019123826,5019123826,,,,,
5031221034,5031221034,,,,,
5091686644,5091686644,,,,,
5017901206,5017901206,,,,,
5080705201,5080705201,,,,,
5025750453,5025750453,0000-0002-5514-439X,,,,
5065024297,5065024297,,,,,
5075717505,5075717505,0000-0002-2729-7962,,,,
5002587301,5002587301,,,,,
5019738494,5019738494,,,,,
5075033189,5075033189,0000-0002-6612-7106,inward/authorDetails.url?authorID=7101981172&partnerID=MN8TOARS,,,
5005097293,5005097293,,,,,
5023846504,5023846504,0000-0002-5545-2595,,,,
5058691660,5058691660,,,,,
5083399969,5083399969,0000-0002-8463-3168,inward/authorDetails.url?authorID=7006360840&partnerID=MN8TOARS,,,
5056986606,5056986606,0000-0002-1215-1493,,,,
5090456925,5090456925,,,,,
5005617701,5005617701,,,,,
5007428634,5007428634,,,,,
5075723628,5075723628,0000-0002-7892-8007,,,,
5066389004,5066389004,,,,,
5005363995,5005363995,,,,,
5068485943,5068485943,,,,,
5051924943,5051924943,,,,,
5017719790,5017719790,0000-0002-1693-9392,,,,
5084785027,5084785027,,,,,
5052965284,5052965284,0000-0001-8995-1088,inward/authorDetails.url?authorID=7005475011&partnerID=MN8TOARS,,,
5013318251,5013318251,0000-0001-7494-7780,,,,
5090936894,5090936894,0000-0002-9061-4350,inward/authorDetails.url?authorID=6602987019&partnerID=MN8TOARS,,,
5000942206,5000942206,,,,,
5001149760,5001149760,,,,,
5062289468,5062289468,,,,,
5067094023,5067094023,,,,,
5071960323,5071960323,,,,,
5065356202,5065356202,,,,,
5086132698,5086132698,,,,,
5024995818,5024995818,0000-0001-6219-8989,,,,
5038596508,5038596508,,,,,
5066572586,5066572586,,,,,
5029954150,5029954150,,,,,
5074758078,5074758078,,,,,
5055050619,5055050619,,,,,
5088422718,5088422718,,,,,
5084737453,5084737453,,,,,
5072797742,5072797742,,,,,
5058565276,5058565276,,,,,
5039220042,5039220042,,,,,
5037571721,5037571721,,,,,
5025334373,5025334373,0000-0003-0795-124X,,,,
5005284578,5005284578,0000-0003-1722-6340,,,,
5018947247,5018947247,,,,,
5037703738,5037703738,,,,,
5074008211,5074008211,,,,,
5029831246,5029831246,,,,,
5021079206,5021079206,,,,,
5068820249,5068820249,,,,,
5010660088,5010660088,,,,,
5070810077,5070810077,,,,,
5004081995,5004081995,,,,,
5020875533,5020875533,,,,,
5037599277,5037599277,,,,,
5068071279,5068071279,,,,,
5070106223,5070106223,,,,,
5043391310,5043391310,,,,,
5012722674,5012722674,,,,,
5047062612,5047062612,,,,,
5052378655,5052378655,,,,,
5007972136,5007972136,,,,,
5041827931,5041827931,,,,,
5062686968,5062686968,,,,,
5038664377,5038664377,,,,,
5033932131,5033932131,,,,,
5020737678,5020737678,0000-0001-5584-3206,,,,
5021295149,5021295149,,,,,
5061357549,5061357549,,,,,
5026914227,5026914227,,,,,
5032900153,5032900153,0000-0002-0107-3063,,,,
5049357009,5049357009,,,,,
5050053255,5050053255,,,,,
5047433484,5047433484,,,,,
5012427925,5012427925,,,,,
5034382647,5034382647,,,,,
5059163043,5059163043,,,,,
5065529657,5065529657,0000-0002-6909-3722,,,,
5032828472,5032828472,,,,,
5057190771,5057190771,0000-0001-9701-8546,,,,
5043013411,5043013411,,,,,
5067386145,5067386145,0000-0003-2668-129X,,,,
5064871109,5064871109,,,,,
5083887768,5083887768,,,,,
5008557121,5008557121,,,,,
5061252395,5061252395,,,,,
5089253709,5089253709,,,,,
5035722682,5035722682,,,,,
5051771612,5051771612,0000-0002-4500-2232,,,,
5062920055,5062920055,,,,,
5048192566,5048192566,,,,,
5023934619,5023934619,,,,,
5040427649,5040427649,,,,,
5068550414,5068550414,,,,,
5076551316,5076551316,,,,,
5086287652,5086287652,0000-0002-9834-1617,inward/authorDetails.url?authorID=6701662779&partnerID=MN8TOARS,,,
5027852733,5027852733,,,,,
5007589050,5007589050,,,,,
5082893702,5082893702,,,,,
5074969093,5074969093,,,,,
5044339534,5044339534,,,,,
5013274507,5013274507,,,,,
5069242667,5069242667,,,,,
5072030391,5072030391,,,,,
5065383227,5065383227,,,,,
5011899689,5011899689,0000-0003-4458-360X,,,,
5051873291,5051873291,,,,,
5081345828,5081345828,0009-0001-2635-2915,,,,
5071636149,5071636149,0000-0003-3948-5183,,,,
5065760562,5065760562,,,,,
5044944579,5044944579,,,,,
5016716157,5016716157,,,,,
5086118789,5086118789,,,,,
5071448111,5071448111,,,,,
5041430199,5041430199,,,,,
5017062408,5017062408,,,,,
5064260400,5064260400,,,,,
5071305673,5071305673,0000-0002-7212-2512,,,,
5060049581,5060049581,,,,,
5011244104,5011244104,,,,,
5076472285,5076472285,,,,,
5067006146,5067006146,,,,,
5056259610,5056259610,,,,,
5045171401,5045171401,,,,,
5046265468,5046265468,,,,,
5088879876,5088879876,,,,,
5004437004,5004437004,,,,,
5033600987,5033600987,,,,,
5089013547,5089013547,,,,,
5010789873,5010789873,,,,,
5074766372,5074766372,0000-0002-0461-331X,,,,
5001166023,5001166023,0000-0001-5642-9293,,,,
5042575786,5042575786,,,,,
5048149307,5048149307,,,,,
5050057021,5050057021,,,,,
5056624209,5056624209,,,,,
5039553170,5039553170,0000-0003-1381-7549,,,,
5006741875,5006741875,,,,,
5029438796,5029438796,,,,,
5010447879,5010447879,,,,,
5037014853,5037014853,,,,,
5053901088,5053901088,,,,,
5072569246,5072569246,,,,,
5066985949,5066985949,,,,,
5051739746,5051739746,,,,,
5049923176,5049923176,,,,,
5040294959,5040294959,,,,,
5090522992,5090522992,0000-0001-9266-336X,,,,
5069950019,5069950019,,,,,
5072419495,5072419495,0000-0003-4960-8001,,,,
5001110049,5001110049,,,,,
5006874901,5006874901,,,,,
5042893113,5042893113,,,,,
5055935882,5055935882,,,,,
5033568231,5033568231,,,,,
5090664376,5090664376,,,,,
5047842014,5047842014,,,,,
5014926274,5014926274,,,,,
5049907176,5049907176,,,,,
5003214232,5003214232,,,,,
5019872225,5019872225,,,,,
5035966325,5035966325,,,,,
5006372117,5006372117,,,,,
5064723798,5064723798,,,,,
5048015354,5048015354,,,,,
5051138710,5051138710,,,,,
5030832876,5030832876,,,,,
5023437486,5023437486,,,,,
5022977316,5022977316,,,,,
5047681132,5047681132,,,,,
5071741692,5071741692,,,,,
5034051555,5034051555,,,,,
5043554245,5043554245,,,,,
5009746570,5009746570,,,,,
5003501052,5003501052,,,,,
5087984395,5087984395,,,,,
5084901619,5084901619,,,,,
5047981631,5047981631,,,,,
5033355358,5033355358,,,,,
5054826195,5054826195,,,,,
5065482075,5065482075,0000-0003-4635-4093,,,,
5003352360,5003352360,,,,,
5030455939,5030455939,,,,,
5005721248,5005721248,,,,,
5045791535,5045791535,,,,,
5017528904,5017528904,0000-0003-4677-3853,inward/authorDetails.url?authorID=6701624552&partnerID=MN8TOARS,,,
5066838003,5066838003,,,,,
5078181346,5078181346,,,,,
5047169769,5047169769,,,,,
5073456593,5073456593,,,,,
5028399643,5028399643,,,,,
5053083874,5053083874,,,,,
5076625976,5076625976,0000-0001-9847-5108,,,,
5020600189,5020600189,,,,,
5000276923,5000276923,,,,,
5085149146,5085149146,,,,,
5052810313,5052810313,,,,,
5058152912,5058152912,,,,,
5013399870,5013399870,,,,,
5014012945,5014012945,,,,,
5026097127,5026097127,,,,,
5020768392,5020768392,,,,,
5075409077,5075409077,,,,,
5014976407,5014976407,0000-0002-2728-415X,,,,
5047386795,5047386795,,,,,
5053015523,5053015523,,,,,
5062198870,5062198870,,,,,
5044368045,5044368045,,,,,
5016174754,5016174754,,,,,
5016635951,5016635951,,,,,
5035274402,5035274402,,,,,
5044015982,5044015982,,,,,
5019944016,5019944016,,,,,
5025583560,5025583560,0000-0002-6401-3850,inward/authorDetails.url?authorID=6603121478&partnerID=MN8TOARS,,,
5083494700,5083494700,,,,,
5072340000,5072340000,,,,,
5008172234,5008172234,,,,,
5084534799,5084534799,0000-0003-1473-0437,,,,
5088509732,5088509732,,,,,
5091304121,5091304121,,,,,
5044612344,5044612344,,,,,
5065185246,5065185246,0000-0002-2626-7155,inward/authorDetails.url?authorID=7101966764&partnerID=MN8TOARS,,,
5082761038,5082761038,,,,,
5022032584,5022032584,,,,,
5017932701,5017932701,,,,,
5049412578,5049412578,,,,,
5088109232,5088109232,0000-0002-4052-3733,,,,
5036578348,5036578348,,,,,
5021038153,5021038153,0000-0003-2656-7446,,,,
5058050138,5058050138,,,,,
5080781092,5080781092,0000-0001-6554-8948,,,,
5065281470,5065281470,,,,,
5032111372,5032111372,,,,,
5049719582,5049719582,,,,,
5062662618,5062662618,,,,,
5000712499,5000712499,,,,,
5061127517,5061127517,,,,,
5084023575,5084023575,0000-0002-6703-4497,inward/authorDetails.url?authorID=7004640351&partnerID=MN8TOARS,,,
5089469349,5089469349,,,,,
5029175540,5029175540,,,,,
5024947955,5024947955,,,,,
5062001477,5062001477,0000-0002-8983-6669,,,,
5065944922,5065944922,,,,,
5057963729,5057963729,,,,,
5023582922,5023582922,,,,,
5018089442,5018089442,,,,,
5054951136,5054951136,,,,,
5029414284,5029414284,,,,,
5020782456,5020782456,,,,,
5010840896,5010840896,,,,,
5046786559,5046786559,,,,,
5030039484,5030039484,,,,,
5029720502,5029720502,0000-0002-8538-1732,,,,
5016173920,5016173920,0000-0001-9394-8850,,,,
5089722418,5089722418,,,,,
5038933898,5038933898,,,,,
5056230284,5056230284,,,,,
5007604289,5007604289,,,,,
5018069743,5018069743,0000-0001-6620-4274,,,,
5059075801,5059075801,,,,,
5077357839,5077357839,0000-0002-3798-1741,,,,
5042045648,5042045648,,,,,
5009902972,5009902972,,,,,
5057124086,5057124086,,,,,
5081006604,5081006604,,,,,
5028356280,5028356280,,,,,
5013056424,5013056424,0000-0002-9864-6234,,,,
5036137417,5036137417,,,,,
5086210261,5086210261,,,,,
5034258825,5034258825,0000-0002-4907-2676,,,,
5017444673,5017444673,,,,,
5049500816,5049500816,,,,,
5091101235,5091101235,0000-0002-4189-8297,,,,
5010171854,5010171854,,,,,
5087216208,5087216208,,,,,
5036189845,5036189845,,,,,
5034371720,5034371720,,,,,
5033738984,5033738984,,,,,
5036460013,5036460013,,,,,
5052332422,5052332422,,,,,
5015394724,5015394724,,,,,
5083179065,5083179065,,,,,
5004100415,5004100415,,,,,
5089416879,5089416879,,,,,
5014063849,5014063849,,,,,
5065616745,5065616745,,,,,
5034109237,5034109237,,,,,
5043633135,5043633135,,,,,
5002849837,5002849837,,,,,
5033696402,5033696402,,,,,
5080726524,5080726524,,,,,
5005372190,5005372190,0000-0001-9238-132X,inward/authorDetails.url?authorID=6701626244&partnerID=MN8TOARS,,,
5014366029,5014366029,,,,,
5033077809,5033077809,,,,,
5035108806,5035108806,,,,,
5065415889,5065415889,,,,,
5031016286,5031016286,,,,,
5038540369,5038540369,,,,,
5069308466,5069308466,0000-0002-6273-5630,,,,
5075465227,5075465227,0000-0002-8880-3961,inward/authorDetails.url?authorID=12241105400&partnerID=MN8TOARS,,,
5076268018,5076268018,,,,,
5020108281,5020108281,,,,,
5043034077,5043034077,,,,,
5054091435,5054091435,,,,,
5080978581,5080978581,,,,,
5046188438,5046188438,,,,,
5030237199,5030237199,,,,,
5085842813,5085842813,,,,,
5002142037,5002142037,,,,,
5026638363,5026638363,0000-0002-0418-085X,,,,
5066410040,5066410040,0000-0001-9712-9625,,,,
5067841886,5067841886,,,,,
5065372450,5065372450,,,,,
5039679486,5039679486,,,,,
5044900800,5044900800,,,,,
5010586392,5010586392,,,,,
5084167711,5084167711,,,,,
5024732052,5024732052,,,,,
5037168372,5037168372,,,,,
5054000647,5054000647,,,,,
5073784003,5073784003,,,,,
5053627197,5053627197,,,,,
5015820034,5015820034,,,,,
5070405900,5070405900,,,,,
5023293229,5023293229,,,,,
5034864240,5034864240,,,,,
5066938687,5066938687,0000-0001-6661-3457,,,,
5035625473,5035625473,,,,,
5071502461,5071502461,,,,,
5056696050,5056696050,,,,,
5066473720,5066473720,,,,,
5086444426,5086444426,,,,,
5003944262,5003944262,,,,,
5006214269,5006214269,,,,,
5022557090,5022557090,,,,,
5089059738,5089059738,,,,,
5023779041,5023779041,,,,,
5044032928,5044032928,,,,,
5061544462,5061544462,,,,,
5027135888,5027135888,,,,,
5059725315,5059725315,,,,,
5070716103,5070716103,,,,,
5070899084,5070899084,0000-0001-8098-2574,,,,
5072053758,5072053758,,,,,
5081616503,5081616503,,,,,
5020386420,5020386420,,,,,
5090421978,5090421978,,,,,
