concept_id,related_concept_id,score
105794591,193772553,3.738926600000001
105794591,66562760,3.6654562999999993
105794591,27799899,2.7876542
105794591,178429038,2.7011144
105794591,49133459,2.5152516
105794591,139358910,2.4583724
105794591,193547582,2.3753302000000005
105794591,112613896,2.2299345
105794591,147192597,2.1170647
105794591,95269574,2.1084118
105794591,147597530,2.0909078
105794591,77758465,2.0467603
105794591,74561354,1.8067483
105794591,189394030,1.7993188999999998
127086826,19184958,5.723864
127086826,58024561,4.818821400000001
127086826,188596812,4.1994432999999995
127086826,97355855,4.0977573
127086826,20556612,3.4386382000000006
127086826,146477669,3.411321
127086826,149288129,3.2890482000000003
127086826,61441594,3.14685
127086826,119820323,2.943539
127086826,97278139,2.8120293999999997
127086826,68656383,2.7084231
127086826,3288061,2.5892756
127086826,119787686,2.4864113
127086826,65494353,2.418388
127086826,195801359,2.0776388999999997
127086826,18747710,1.8671514
127086826,197843891,1.3763561000000002
127086826,85272257,1.1888565
144403538,119677069,2.0446448
144403538,137559481,1.6424763
144403538,191421660,1.2548071
144403538,113429393,1.2501871999999998
144403538,30860621,1.0928444
144403538,56781331,1.0134311
144403538,187834632,0.9538065999999998
144403538,108741685,0.89579254
169426311,152361515,3.5472226000000004
169426311,111603439,3.3294506
169426311,112124176,3.14908
169426311,13393347,3.1308877
169426311,90278072,2.9275092999999996
169426311,49221354,2.3694167
169426311,110050840,2.2738686
169426311,207390838,2.1336458
169426311,97257150,2.0438645
169426311,100086909,1.8885819
169426311,56200935,1.6744564999999998
169426311,39643299,1.6325169
169426311,77576233,1.5801846000000002
169426311,527307,1.4025044
169426311,70477161,1.352273
191463242,121040770,4.2177606
191463242,22789450,3.2135097999999997
191463242,105141246,3.104019
191463242,158693339,2.5218856
191463242,15706264,2.3508375
191463242,56911000,2.2263281000000004
191463242,158587675,2.204468
191463242,187486625,2.1938312
191463242,62799726,2.1619318
191463242,55795843,2.1521115
191463242,51255310,2.1429465
191463242,203087015,2.0377834
191463242,180623205,1.9901503
191463242,206003972,1.7330406000000005
191463242,32270708,1.6013814
191463242,4119822,1.3198518
191463242,71799126,0.96479946
199789176,43827410,5.4546447
199789176,46973012,4.745283000000001
199789176,2776442470,3.0410513999999997
199789176,2778234026,2.7402341
199789176,2777042810,2.7230703999999997
199789176,2779066055,2.720323
199789176,1998276,2.6828144
199789176,2778914748,2.296097
199789176,196843134,2.2282977
199789176,2780655333,1.8591664
199789176,2778177303,1.8072739
199789176,116134602,1.6135823
199789176,2780451601,1.5985159
199789176,539274931,1.497065
199789176,2777612826,1.4883771
199789176,159879943,1.455926
199789176,2779552062,1.415931
199789176,120863692,1.4086386999999998
27036048,47884741,4.7716675
27036048,86523455,4.7328
27036048,69562738,3.6741998
27036048,100481476,3.1317406
27036048,39685927,3.1168148999999996
27036048,47030870,2.7752717
27036048,10282146,2.5173886000000003
27036048,74992188,1.8075517
27036048,178421362,1.7758048
27036048,203254541,1.7070735
27036048,153046414,1.6554741000000002
27036048,161445131,1.655464
27036048,27508121,1.609473
27036048,185701065,1.6061578
27036048,2778790127,0.8105121999999999
2776446210,2776017750,11.146899
2776446210,2778241727,9.03595
2776446210,43827410,6.668118499999999
2776446210,2779084665,6.621983
2776446210,2780071441,6.576189
2776446210,2775969353,5.877337000000001
2776446210,2780038584,5.691379
2776446210,2777616031,5.688797
2776446210,2777714001,5.520713
2776446210,2780610420,5.283658999999999
2776446210,2777134397,5.157499
2776446210,2776190662,5.069929
2776446210,2781126499,4.883647
2776446210,2777575432,4.7318397
2776446210,2780543054,3.3142567
2776551893,79736613,4.0351233
2776551893,115047598,3.9038842
2776551893,79118098,3.688963
2776551893,52233224,3.4791687000000007
2776551893,116674579,2.5971742
2776551893,159317903,2.4619063999999997
2776551893,49987212,2.155549
2776551893,62520636,2.1461139
2776551893,110340908,2.120107
2776551893,92729435,2.0135886999999997
2776551893,158129726,1.9396867
2776551893,108568745,1.7390517
2776551893,130044071,1.6910838
2776551893,102999125,1.6901243
2776551893,2777446375,1.6255275
2776551893,181830111,1.6048818
2776551893,2778315469,1.5962293
2777001577,2776337453,1.7892392
2777001577,2776662227,1.7852231
2777001577,2779651940,1.5936726
2777001577,2781223406,1.5313728000000002
2777001577,2781017439,1.2726135
2777001577,143409427,1.2674903
2777001577,2778604727,1.2474432
2777001577,2779265215,1.192705
2777001577,2779470809,1.1870565
2777001577,2776403516,1.1835613
2777001577,101054994,1.1743919
2777001577,2781026528,1.1360843
2777001577,2777861590,1.1154122
2777001577,2776473159,1.1039621000000002
2777001577,2779862588,1.0975447
2777001577,2776683126,1.0920461
2777223228,2776992908,1.0156592
2778310818,2776964284,4.051108999999999
2778310818,2777801237,3.8162038
2778310818,2779704304,3.3663576
2778310818,2781066024,3.1926255
2778310818,2778913249,3.0800111
2778310818,2778123984,2.6873071
2778310818,2777516009,2.5131743
2778310818,2780910873,2.4021854
2778310818,2775897365,2.29066
2778310818,100805817,2.2547429
2778310818,2778927371,2.1497283
2778310818,161790260,2.0812664
2778310818,2777064678,2.0599928
2778310818,74525527,1.9481568
2778310818,2779717098,1.8965443
2778310818,2780407432,1.8919605
2778310818,2781171460,1.8792425
2778310818,2777962934,1.558593
2778310818,65646983,1.425182
2778310818,2781216929,1.283729
2778310818,2777063198,1.2225826000000002
2778310818,2777897440,1.0635829
2778310818,2780306666,1.0153021
2778382403,158355884,2.1820438
2778382403,89505729,1.9752539
2778382403,81288441,1.6744181
2778382403,2778539339,1.1849214
2778382403,135403697,1.1142172
2778382403,176666156,1.1079608
2778382403,2778420160,0.9898589
2778382403,137355542,0.83745825
2778382403,508378895,0.83431774
2778382403,143753070,0.81075394
2778382403,89805583,0.79052097
2778382403,122346748,0.7674865
2778666239,2779091943,8.290242999999998
2778666239,2779073485,5.106586
2778666239,2779620165,4.839652
2778666239,2779120738,4.277347
2778666239,2778163477,4.063086
2778666239,2780541478,3.8487868
2778666239,2776933373,3.4049723
2778666239,2780072125,3.1937032000000003
2778666239,2776919658,3.0611115
2778666239,2776362216,3.052438
2778666239,2778913445,2.8955919999999997
2778666239,45505151,2.8221548
2778666239,2778110834,2.802053
2778666239,2776839432,2.69794
2778666239,11772777,2.4769025
2778666239,2780074459,2.448596
2778666239,139572402,2.4267967
2778666239,2780092750,2.387635
2778666239,8243546,2.1043243
2778666239,2779496979,2.073886
2778666239,2779982054,1.2839969999999998
2778666239,2778114629,0.8714427
2778666239,2776167589,0.78359133
2778882282,2776735402,3.3326559999999996
2778882282,2777748644,2.0086806
2778882282,181199279,1.4370053
2778882282,2780349071,1.319566
2778989716,2777933648,13.278148000000002
2778989716,207701140,13.134284
2778989716,207168726,6.6209354000000005
2778989716,148738053,6.4240294
2778989716,28328180,6.0248585
2778989716,145103041,5.4062433
2778989716,107459253,5.2183437
2778989716,27390768,4.578565
2778989716,86339819,4.542071
2778989716,2778265714,4.120269
2778989716,137620995,3.1172137
2778989716,104317684,3.0787866000000004
2778989716,18414845,2.8216553
2778989716,121587040,2.6912502999999997
2778989716,125593758,2.6595864
2778989716,2778177303,2.6368432
2778989716,143948831,2.1311722
2778989716,161879069,2.125048
2778989716,131364181,1.8739241
2778989716,196287685,1.6692126
2778989716,49285185,1.2718914
2778989716,180504324,0.97888154
2778989716,139259183,0.931606
2778989716,125449221,0.82354796
2779097976,2780091738,1.3318352
2779097976,2777132085,1.1106448
2779097976,2779660836,0.8779478999999999
2779097976,2780564542,0.7753055999999999
2779097976,2777676313,0.76406467
2779097976,2780472540,0.75469124
2780124186,2776125364,1.1615679
2780178557,2778803642,1.4493581
2780178557,24461792,1.1001239
2780178557,2778505543,1.0532754999999998
2780178557,2781205006,1.0396742
2780178557,2776473397,1.0009923
2780178557,2778104752,0.9537403
2780178557,2779509641,0.9219334
2780178557,2778688723,0.9158933
2780178557,2776790833,0.84468585
2780178557,2779059021,0.8446325000000001
2780217532,2780261296,7.9808946
2780217532,2779966244,6.7141075
2780217532,2778977261,3.5468335
2780217532,2780294150,2.915598
2780217532,2780158061,2.797374
2780217532,2776084176,2.7358439999999997
2780217532,2776851017,2.5812614
2780217532,2776393687,2.4157014
2780217532,181199279,2.2550757000000003
2780217532,2779698884,2.188939
2780217532,177801218,2.1726495999999997
2780217532,2779461342,2.0507581000000004
2780217532,161790260,1.9671593999999997
2780217532,118859902,1.8774947
2780217532,2776621215,1.7920272000000002
2780217532,2781272698,1.6890875
2780217532,2780963292,0.860369
2780653195,2780734843,1.2517562
2780653195,88160329,1.1575806999999998
2780653195,182641432,1.1164492
2780653195,135114317,1.0663857
2780653195,107674354,0.88556546
2780653195,2778371416,0.86076313
2780653195,118178180,0.84641063
2780741605,2778090171,1.961197
2781226620,2777492721,5.4534054
2781226620,2777534754,2.604832
2781226620,29607441,2.3524706
2781226620,29172406,1.2610404
2781226620,2780715101,1.2119454
2781226620,2779275592,1.1968843999999998
2781226620,120228162,1.1891237
2781226620,137664086,1.0938365
2781226620,2776244541,1.0054164
2781378340,2778894183,1.1729769
2781378340,2779676560,1.0634682
2781378340,2779620276,0.97856617
2781389623,176715033,3.4600839999999997
2781389623,139940560,2.587017
2781389623,31258907,1.238333
2781389623,44154836,0.99250185
2781389623,94168897,0.8077165
2781389623,74294265,0.79953074
2781389623,201100257,0.79353225
2781442239,2777660389,2.283213
2781442239,68913812,1.2032884
2781442239,41971866,0.91961485
2781442239,2781307518,0.91689897
2781442239,2781350956,0.882076
2781442239,2776043530,0.8405798000000001
2781442239,2777981386,0.7862724
2781442239,2779485729,0.78148097
2781442239,2777598222,0.7706839
2781460488,2780566971,2.2724547000000004
2781460488,2777795800,2.2544787
2781460488,2778164554,1.5017486999999998
2781460488,2777532014,1.2564441000000002
2781460488,2777590123,1.0606744
2781460488,2776134747,0.91908693
2781460488,2777202286,0.8855332
2781460488,2777740455,0.8837146
2781460488,2780880959,0.8481609
2781460488,2779494336,0.8132904000000001
2781460488,120770815,0.78352636
2781460488,2775963564,0.7526053
34566666,130056557,36.250458
34566666,67805463,31.570387
34566666,205783811,15.55301
34566666,2779201679,11.787747
34566666,134132462,8.781297
34566666,119657128,7.8367977
34566666,2780728851,7.2804117
34566666,110739175,6.838766000000001
34566666,2780125874,6.8328395
34566666,153349607,6.768412
34566666,81939152,6.633650299999999
34566666,142362112,5.8832005999999994
34566666,137355542,5.6077213
34566666,19229882,5.5259995
34566666,166957645,5.3434854000000005
34566666,164767435,5.247219
34566666,205484029,5.213944000000001
34566666,70789860,4.987847
34566666,130160918,3.9217865
34566666,190177333,2.7000919999999997
34566666,2778999348,2.3355486
34566666,509263881,2.2514591
34566666,68930688,1.7839087
34566666,554736915,1.7832502
34566666,2776226143,1.6674498
51201719,2777616141,1.8952111
51201719,2778525890,1.4492166000000002
51201719,2776379505,1.360803
51201719,2778242168,1.3535926
51201719,94924445,1.2580582
51201719,83743174,1.2075492
51201719,6507245,1.202544
51201719,2781231759,1.1819711000000002
51201719,2776777027,1.1762818000000002
51201719,2780233176,0.95010525
51201719,61144316,0.9489882
51201719,2777289354,0.9470339
55381615,17599544,12.156091
55381615,186769553,4.8727493
55381615,2779328170,4.313848
55381615,75776270,3.7551267
55381615,127592171,3.441725700000001
55381615,7910260,3.0894833
55381615,55504214,2.3805473
55381615,192887742,2.375363
55381615,33024259,2.3698535
55381615,2780848835,2.3414626
55381615,194798765,2.2932568
55381615,522846370,1.9728173
55381615,555520305,1.8122356
55381615,2779464207,0.75181764
68466841,133599803,1.8624938
68466841,114489654,1.6595641
68466841,21822782,1.3760256000000002
68466841,2777663116,1.3340028999999998
68466841,47198933,1.2489157
68466841,194257627,1.1424855
68466841,113145756,1.1108898
68466841,142031617,1.0895005
68466841,119599485,1.0620804
68466841,196054291,1.0518506
68466841,119439620,0.99328285
68466841,165594834,0.9274122
93097992,7029365,3.4688244
93097992,48931128,2.8527
93097992,4918238,2.1947975
93097992,117751501,1.6796769
93097992,87578298,1.4934838
93097992,199491388,1.4668666
93097992,64554109,1.2312366
93097992,552990157,1.2054229
93097992,67705224,1.1912929
93097992,169802333,1.1718491000000002
93097992,61320498,1.0014495
93097992,2778431562,0.94331014
93097992,93720030,0.9432948
93097992,177336024,0.9176278
93097992,7602840,0.9172881
93097992,155330019,0.8983503
93097992,145059251,0.8190515
93097992,30481170,0.7873642
2776200136,139838865,5.8081207
2776200136,78359825,3.1051583
2776200136,2778325511,2.7478476
2776200136,140610115,2.0052562
2776200136,137403100,1.8846211
2776200136,5616717,1.865199
2776200136,137355542,1.6641814
2776200136,2778613316,1.174509
2776200136,2779234418,1.1685629
2776200136,521449643,1.0516909
2776200136,124042286,1.0239289
2776200136,526877150,0.8149288
2776200136,2777732099,0.7822475999999999
2776200136,121578661,0.77482563
2776200136,542530943,0.7737149
201373426,2779678110,132.61687
201373426,2781212518,50.04838
201373426,157369684,22.123177
201373426,59822182,19.041098
201373426,2777247689,18.08909
201373426,2776460866,17.938948
201373426,523546767,16.530891
201373426,126116589,15.75312
201373426,2777537739,12.425955
201373426,2780034373,12.170324
201373426,2522874641,11.8367195
201373426,174618031,11.487572
201373426,2779336322,11.383425
201373426,2778830712,10.40634
201373426,74600772,10.077861
201373426,90080823,9.603878
201373426,104727253,8.502346000000001
201373426,147135968,7.717505
201373426,43143990,6.630951400000001
201373426,109110057,5.8462879999999995
201373426,2778533604,5.4762699999999995
201373426,2777083264,4.8838835
201373426,161221295,4.866575
201373426,2777451525,4.8136
201373426,93678976,4.598344
201373426,2777525088,4.5082507000000005
201373426,137580998,4.387161
201373426,2780087670,4.174065000000001
201373426,2777919559,3.9369943
201373426,2777968112,3.8636444
201373426,2777257142,3.7506201
201373426,2780467133,3.6018197999999995
201373426,2778740152,3.4904256
201373426,2778751241,3.465206
201373426,2778084189,3.4322162000000005
201373426,2780644372,3.2927723
201373426,2776411976,3.2350886
201373426,23209589,3.050399
201373426,2776331994,2.832168
201373426,200148052,2.7424614
201373426,2776703688,2.5662384
201373426,2780104187,2.4706787999999995
201373426,2778572240,2.3553298
201373426,86626682,2.3541662999999997
201373426,120835403,2.2658117
201373426,24527192,2.2369497000000003
201373426,182076605,2.180834
201373426,2778086318,2.133162
201373426,125333598,2.117152
201373426,2776545026,2.0814104
201373426,2780100698,2.07009
201373426,93058950,2.0683963
201373426,2778394675,2.0597394
201373426,113735248,2.0012996
201373426,2778966571,1.9976935
201373426,2779999212,1.9931725
201373426,2776678335,1.9560603
201373426,2778443809,1.9444461
201373426,2775839086,1.9429178
201373426,2777115150,1.9336735
201373426,2775862043,1.877964
201373426,2780760702,1.8750638
201373426,2780087045,1.8350803
201373426,2779170114,1.8181833
201373426,523307889,1.7858474999999998
201373426,188367161,1.7439653999999998
201373426,183476254,1.7391629000000002
201373426,2779025223,1.7374451000000002
201373426,2776949228,1.7127111000000002
201373426,2780184362,1.6932615000000002
201373426,2778902285,1.6765056
201373426,137707529,1.6378244
201373426,180704567,1.60169
201373426,90355303,1.5495301
201373426,2778867309,1.5147768
201373426,2780381237,1.4913195
201373426,2780746887,1.4846886
201373426,2780292513,1.4189839
201373426,2778308664,1.4014729
201373426,2778786769,1.3651948
201373426,2778365127,1.3367072
201373426,2781454508,1.31481
