id,issn_l,issn,display_name,publisher,works_count,cited_by_count,is_oa,is_in_doaj,homepage_url,works_api_url,updated_date
4306496233,,,한국자동차공학회 부문종합 학술대회,,2492,1902,False,False,,4306496233,2024-02-23T00:10:49.082165
4210170594,1073-6840,"[""2379-0814"", ""1073-6840""]",Strength and conditioning,Lippincott Williams & Wilkins,449,1895,False,False,,4210170594,2024-02-23T11:54:42.400186
4306475329,,,Luchterhand eBooks,Luchterhand,976,1886,False,False,,4306475329,2024-02-23T00:27:13.332965
1014436910,1136-8071,"[""1136-8071""]",Revista De Hispanismo Filosofico,Fondo de Cultura Económica,1465,1885,False,False,,1014436910,2024-02-23T12:28:21.470708
88096583,1479-0505,"[""1479-0513"", ""1479-0505""]",Biofilms,Cambridge University Press,99,1885,False,False,http://journals.cup.org,88096583,2024-02-23T07:24:27.531597
189310978,0019-6665,"[""0019-6665""]",Indiana Law Journal,Indiana University Maurer School of Law,3042,1884,False,False,http://ilj.law.indiana.edu/,189310978,2024-02-23T09:38:48.915783
4210227871,1077-341X,"[""1077-341X"", ""1939-5647""]",Cultural diversity and mental health,American Psychological Association,214,1877,False,False,,4210227871,2024-02-23T05:10:51.945440
2764764968,1177-6250,"[""1177-6250""]",Gene regulation and systems biology,SAGE Publishing,155,1876,True,False,journal.php?pa=description&journal_id=26,2764764968,2024-02-23T16:37:58.056591
4306475610,,,Martins Fontes eBooks,Martins Fontes,36,1871,False,False,,4306475610,2024-02-23T02:36:29.920711
39858931,0044-3301,"[""1439-2615"", ""0044-3301""]",Zeitschrift Fur Philosophische Forschung,Verlag Vittorio Klostermann,1257,1870,False,False,epages/63574303.sf/de_de/?objectpath=/shops/63574303/categories/zeitschriften/zeitsfphilforschung,39858931,2024-02-23T05:44:50.501986
4210194811,0524-0476,"[""1853-8460"", ""0524-0476""]",Bonplandia,Instituto de Botánica del Nordeste,404,1870,True,True,index.php?varbotpcipal=bonplandia&varbotsec=bonplandia,4210194811,2024-02-23T04:51:16.869115
4306518338,,,Lecturas: Educación física y deportes,,2801,1866,False,False,,4306518338,2024-02-23T01:06:25.668719
2764874868,0011-6963,"[""0011-6963""]",Datamation archive,,956,1865,False,False,,2764874868,2024-02-23T12:24:32.496090
41573172,0721-2631,"[""0721-2631""]",Statistics & Decisions,De Gruyter,154,1863,False,False,view/j/strm,41573172,2024-02-23T11:12:53.694575
4306486143,,,Basic Books/Hachette Book Group,Basic Books/Hachette Book Group,71,1863,False,False,,4306486143,2024-02-23T01:18:29.750942
4210222020,1405-1109,"[""1405-1109""]",Psicología y salud,Universidad Veracruzana,817,1858,True,False,,4210222020,2024-02-23T09:18:39.764134
4306525161,,,Quadrant,,7362,1856,False,False,,4306525161,2024-02-23T02:13:19.775730
4210196467,0172-6668,"[""0172-6668""]",Plant systematics and evolution,Springer Vienna,71,1846,False,False,,4210196467,2024-02-23T22:54:03.729775
4210205461,0079-6824,"[""0079-6824"", ""2235-4328""]",Progress in surgery,,316,1846,False,False,,4210205461,2024-02-23T10:44:30.169596
4210210263,0894-0819,"[""0894-0819""]",SIGOIS bulletin,Association for Computing Machinery,435,1840,False,False,,4210210263,2024-02-23T08:58:11.353445
4306466260,,,Beck eBooks,Beck,1238,1837,False,False,,4306466260,2024-02-23T00:46:14.228154
4306523231,,,Problemy Inżynierii Rolniczej,,1351,1834,False,False,,4306523231,2024-02-23T03:07:13.112212
4210180360,0137-4729,"[""0137-4729""]",Polityka Społeczna,Index Copernicus International S.A.,2153,1833,False,False,,4210180360,2024-02-23T11:04:10.376269
2764807277,2217-544X,"[""2217-544X"", ""2217-5652""]",International Journal for Traffic and Transport Engineering,"City Net Scientific Research Center, Ltd. Belgrade",515,1831,True,False,home,2764807277,2024-02-23T09:37:25.188175
4306502127,0860-4037,"[""0860-4037"", ""2300-8342""]",Animal Science Papers and Reports,,835,1824,False,False,journal,4306502127,2024-02-23T03:51:49.579134
132870446,0022-3387,"[""0022-3387""]",Journal of Parapsychology,Rhine Research Center,624,1819,False,False,what-we-do/journal-of-parapsychology.html,132870446,2024-02-23T06:51:07.474491
4306518129,,,L'Antiquité Classique,,17970,1817,False,False,http://www.antiquiteclassique.be,4306518129,2024-02-23T00:43:44.843512
4210219489,1815-1981,"[""1815-1981""]",OECD labour market and social policy occasional papers,,86,1815,False,False,,4210219489,2024-02-23T10:35:19.171422
4306463759,,,Plon eBooks,Plon,1281,1813,False,False,,4306463759,2024-02-23T00:41:51.963388
4306513004,,,İlköğretim Online (elektronik),,595,1810,False,False,,4306513004,2024-02-23T00:00:10.610142
4306464210,,,University Press of America eBooks,University Press of America,842,1809,False,False,,4306464210,2024-02-23T03:25:10.049316
155685828,1881-6118,"[""1881-6118"", ""1884-0450""]",Journal of Mmij,,850,1803,True,True,,155685828,2024-02-23T07:42:48.483138
4306526541,,,Revista de Administra&ccdeil;ão da Universidade de São Paulo,,370,1801,False,False,,4306526541,2024-02-23T02:06:46.445987
4306522206,,,Peer Review,,313,1800,False,False,,4306522206,2024-02-23T01:55:47.478647
4306513454,,,Instal,,1955,1799,False,False,,4306513454,2024-02-23T01:29:09.166558
193089770,1061-7264,"[""1061-7264"", ""1931-1311""]",ACM Sigplan Fortran Forum,Association for Computing Machinery,438,1794,False,False,citation.cfm?id=J286&picked=prox,193089770,2024-02-23T04:33:36.010838
4210212954,0081-0231,"[""2469-844X"", ""0081-0231""]",Smithsonian contributions to astrophysics,Smithsonian Institution,162,1787,False,False,,4210212954,2024-02-23T05:17:42.253156
4306507410,,,Cultivos Tropicales,,1849,1787,False,False,http://www.inca.edu.cu,4306507410,2024-02-23T01:27:19.483551
2765058559,1735-9260,"[""1735-9260""]",Journal of Mazandaran University of Medical Sciences,Mazandaran University of Medical Sciences,3287,1784,True,True,index.php?slc_lang=en&sid=1,2765058559,2024-02-23T05:12:13.487916
4210176481,0952-9608,"[""0952-9608"", ""1747-3489""]",Mental handicap research,Wiley-Blackwell,175,1784,False,False,,4210176481,2024-02-23T10:24:37.288164
4210173681,0385-9932,"[""0385-9932""]",Kachiku hanshokugaku zasshi,Japanese Society of Animal Reproduction,587,1783,False,False,,4210173681,2024-02-23T08:02:59.882692
178029676,1836-0661,"[""1836-3644"", ""1836-0661""]",Plant Omics,Southern Cross Publishing,543,1781,True,False,,178029676,2024-02-23T09:10:12.092446
4210171734,1018-4171,"[""2199-7233"", ""1018-4171""]",Arachnologische Mitteilungen,Arachnologische Gesellschaft,817,1779,True,True,en/journal/arachnology-letters,4210171734,2024-02-23T23:59:10.126366
4210231723,0776-3824,"[""0776-3824"", ""2034-7871""]",Kernos,OpenEdition,1303,1774,False,False,http://www.kernos.ulg.ac.be,4210231723,2024-02-23T11:59:54.921688
2764944651,0197-6745,"[""0197-6745"", ""2160-5076""]",Dictionaries: journal of the Dictionary Society of North America,,803,1771,False,False,,2764944651,2024-02-23T10:26:36.383398
4306526862,,,Revista de la Asociación Geológica Argentina,,1626,1771,False,False,,4306526862,2024-02-23T03:11:52.765129
4306464631,,,A.A. Balkema eBooks,A.A. Balkema,691,1765,False,False,,4306464631,2024-02-23T03:24:48.350429
2736958894,,,Revista de Filosofía,University of Chile,2826,1762,False,False,,2736958894,2024-02-23T08:38:35.762663
4210176396,0240-2955,"[""0240-2955""]",[Annales de la Faculté des sciences de l'Université de Toulouse pour les sciences mathématiques et les sciences physiques],,366,1760,True,False,,4210176396,2024-02-23T09:47:19.689187
34089031,0362-1588,"[""0362-1588""]",Houston Journal of Mathematics,University of Houston,754,1756,False,False,,34089031,2024-02-23T06:37:05.549147
4306480541,,,Tecnos eBooks,Tecnos,169,1755,False,False,,4306480541,2024-02-23T00:45:24.484697
2764625483,0272-8893,"[""0272-8893""]",Focus on learning problems in mathematics,,313,1754,False,False,,2764625483,2024-02-23T06:05:11.069770
4306472662,,,IDS eBooks,IDS,28,1750,False,False,,4306472662,2024-02-23T00:40:47.802911
2764620129,0303-6960,"[""0974-4444"", ""0303-6960""]",Indian journal of nematology,Nematological Society of India,2631,1748,False,False,http://indianjournals.com,2764620129,2024-02-23T04:38:39.005161
4210212671,2044-4893,"[""2044-4893"", ""2044-4907""]",International journal of space-based and situated computing,Inderscience Enterprises Ltd.,245,1745,False,False,jhome.php?jcode=ijssc,4210212671,2024-02-23T03:55:50.652591
4306477477,,,Państwowe Wydawn. Naukowe eBooks,Państwowe Wydawn. Naukowe,402,1745,False,False,,4306477477,2024-02-23T03:30:29.376254
2764603276,0460-0037,"[""0460-0037""]",Lund political studies,,156,1732,False,False,,2764603276,2024-02-23T09:35:01.904095
2738549118,0122-9761,"[""2590-4671"", ""0122-9761""]",Boletín de Investigaciones Marinas y Costeras,Instituto de Investigaciones Marinas y Costeras,824,1728,True,False,index.php/boletin,2738549118,2024-02-23T08:02:06.832627
2736882778,1679-2343,"[""1679-2343""]",Revista Brasileira de Biociências,Federal University of Rio Grande do Sul,1060,1725,False,False,seerbio/ojs,2736882778,2024-02-23T11:55:05.799119
4306471040,,,F. Steiner eBooks,F. Steiner,1213,1723,False,False,,4306471040,2024-02-23T01:15:56.077211
8129204,0895-6340,"[""0895-6340""]",Computing Systems,,133,1720,False,False,,8129204,2024-02-23T09:34:11.726470
4306472661,,,"IDRC, Ottawa, ON, CA eBooks","IDRC, Ottawa, ON, CA",261,1719,False,False,,4306472661,2024-02-23T00:35:05.164451
4210175028,0213-7771,"[""2443-9991"", ""0213-7771""]",Investigación en la escuela,University of Seville,715,1718,True,True,index.php/IE/index,4210175028,2024-02-23T07:42:53.534620
4306471292,,,G. Einaudi eBooks,G. Einaudi,535,1710,False,False,,4306471292,2024-02-23T01:45:34.127477
174060560,1387-5337,"[""1387-5337"", ""1569-9757""]",Evolution of Communication,John Benjamins Publishing Company,55,1707,False,False,,174060560,2024-02-23T11:51:29.352466
126523489,0303-8106,"[""0303-8106"", ""1883-7301""]",Audiology Japan,Japan Audiological Society,12491,1705,True,False,,126523489,2024-02-23T07:41:28.529138
4306510862,,,Fragmenta Agronomica,,1775,1704,False,False,,4306510862,2024-02-23T00:51:16.945678
4306470739,,,Fischer Taschenbuch Verlag eBooks,Fischer Taschenbuch Verlag,726,1701,False,False,,4306470739,2024-02-23T01:20:54.901112
185733999,0011-250X,"[""0011-250X""]",Cuadernos Hispanoamericanos,Spanish Agency for International Development Cooperation,7622,1697,False,False,ES/cultura/publicaciones/cuadernos-hispanoamericanos,185733999,2024-02-23T12:40:09.389712
4210231189,1477-5921,"[""1477-5921""]",The AFCS-nature molecule pages,Springer Nature,662,1697,False,False,http://www.signaling-gateway.org/,4210231189,2024-02-23T10:06:57.699368
2764645373,1477-9633,"[""1477-9633"", ""2040-056X""]",Journal of organisational transformation and social change,Maney Publishing,257,1686,False,False,content/maney/jotsc,2764645373,2024-02-23T11:51:23.576513
4306495411,,,한국통신학회 학술대회논문집,,27692,1686,False,False,,4306495411,2024-02-23T01:38:12.560164
127420649,0971-457X,"[""0971-457X"", ""0975-0991""]",Indian Journal of Chemical Technology,CSIR-NIScPR,1428,1684,False,False,handle/123456789/55,127420649,2024-02-23T11:49:08.641598
4210198406,0885-9884,"[""2326-4535"", ""0885-9884""]",The Journal of the Association of Teachers of Japanese,The Association of Teachers of Japanese,624,1683,False,False,,4210198406,2024-02-23T09:21:38.310067
4363609014,,,2006 Annual Conference & Exposition Proceedings,,1400,1677,False,False,,4363609014,2024-02-23T09:59:22.191985
4306475861,,,Methuen eBooks,Methuen,1093,1676,False,False,,4306475861,2024-02-23T01:58:22.542796
195995753,0033-3557,"[""0033-3557""]",Public Interest,,370,1674,False,False,,195995753,2024-02-23T03:58:26.189298
21998430,1120-9488,"[""1120-9488""]",Polis,Nova Publishers,2384,1674,False,False,,21998430,2024-02-23T04:30:08.392519
4306463397,,,Houghton Mifflin Company eBooks,Houghton Mifflin Company,881,1671,False,False,,4306463397,2024-02-23T00:24:41.064749
4210217076,0097-0360,"[""0097-0360""]",Journal of rheology,Society of Rheology,183,1669,False,False,,4210217076,2024-02-23T12:55:40.168006
4306521948,,,Pamiętnik Puławski,,1098,1669,False,False,,4306521948,2024-02-23T03:19:20.157061
2764819169,,,Staff Reports,,691,1668,False,False,,2764819169,2024-02-23T08:10:01.669000
4210186405,0108-0164,"[""0108-0164""]","Acta pathologica, microbiologica et immunologica Scandinavica",Wiley-Blackwell,399,1664,False,False,,4210186405,2024-02-23T12:38:57.107989
4210201941,1913-4711,"[""1913-4711""]",Phenomenology & practice,University of Alberta,205,1663,True,True,index.php/pandpr,4210201941,2024-02-23T07:54:11.378696
4210187655,2152-9620,"[""2152-9620""]",Dialogue and discourse,Linguistic Society of America,110,1656,True,True,http://dialogue-and-discourse.org/,4210187655,2024-02-23T07:28:10.113952
151944519,0029-2524,"[""0029-2524""]",North Carolina Law Review,North Carolina Law Review Association,3574,1652,False,False,http://www.nclawreview.org/,151944519,2024-02-23T09:14:31.634528
4210211674,1064-1173,"[""2326-5132"", ""1064-1173""]",Hesperia,JSTOR,152,1652,False,False,,4210211674,2024-02-23T09:04:23.072302
2764993477,1534-7311,"[""1534-7311""]",Advertising and society review,,341,1648,False,False,journal/18,2764993477,2024-02-23T04:22:13.553683
4210170423,2154-5057,"[""2471-3376"", ""2154-5057""]",Foundations of database design,,65,1647,False,False,,4210170423,2024-02-23T06:50:10.328030
4306463392,,,"Holt, Rinehart & Winston eBooks","Holt, Rinehart & Winston",131,1647,False,False,,4306463392,2024-02-23T01:06:14.736634
4306463656,,,Netbiblo eBooks,Netbiblo,2475,1646,False,False,,4306463656,2024-02-23T03:51:30.501088
2764488310,0043-5589,"[""0043-5589""]",William and Mary law review,Routledge,2182,1644,False,False,,2764488310,2024-02-23T09:11:34.667709
4306524292,0078-4303,"[""0078-4303""]",Proceedings of the Oklahoma Academy of Science,Oklahoma Academy of Science,3347,1644,False,False,,4306524292,2024-02-23T01:49:39.688725
4210231818,1534-7311,"[""1534-7311""]",Advertising & society review,Johns Hopkins University Press,329,1642,False,False,journal/18,4210231818,2024-02-23T05:21:30.778058
8720358,0276-9077,"[""0276-9077""]",The Atlantic Monthly,Routledge,272,1637,False,False,,8720358,2024-02-23T06:23:21.298455
4306477989,,,Polity eBooks,Polity,119,1631,False,False,,4306477989,2024-02-23T01:26:02.243322
206288944,0002-7626,"[""0002-7626""]",American Bee Journal,Dadant & Sons,1432,1627,False,False,http://americanbeejournal.com/,206288944,2024-02-23T09:10:54.354077
4306509937,,,Estudios Sociológicos de El Colegio de México,,1012,1627,False,False,,4306509937,2024-02-23T00:29:12.462725
4306463768,,,Porto Editora eBooks,Porto Editora,87,1624,False,False,,4306463768,2024-02-23T02:26:05.001297
2764544083,0818-8068,"[""0818-8068"", ""2208-5394""]",The Australian Universities' review,,677,1618,False,False,current/pdf,2764544083,2024-02-23T05:08:32.044721
4210169186,2615-1715,"[""2615-3076"", ""2615-1715""]",Budapest International Research and Critics Institute Journal (BIRCI-Journal),Budapest International Research and Critics Institute,966,1617,True,False,,4210169186,2024-02-23T10:06:30.359722
165893625,0028-7806,"[""0028-7806""]",New York Times Book Review,Cambridge University Press,6345,1614,False,False,section/books/review,165893625,2024-02-23T08:42:45.547122
4306519375,,,McGill Journal of Education / Revue des sciences de l'éducation de McGill,,1485,1614,False,False,,4306519375,2024-02-23T00:32:58.957429
189780351,0032-4000,"[""0032-4000"", ""2230-5955""]",Journal of The Polynesian Society,Polynesian Society,705,1608,False,False,http://www.jps.auckland.ac.nz,189780351,2024-02-23T07:56:15.916952
9016081,1413-4853,"[""1982-2170"", ""1413-4853""]",Boletim De Ciencias Geodesicas,Universidade Federal do Paraná,894,1607,True,True,ojs2/index.php/bcg/index,9016081,2024-02-23T03:53:20.090705
4210214409,1479-3598,"[""1479-3598""]",Advances in environmental accounting & management,Emerald Publishing Limited,115,1606,False,False,,4210214409,2024-02-23T05:29:27.805225
2764508662,,,T.H.E. Journal Technological Horizons in Education,Information Synergy,2037,1605,False,False,,2764508662,2024-02-23T04:59:36.201045
73693242,1819-1932,"[""1819-1932"", ""2152-0437""]",Research Journal of Business Management,Science Alert,194,1599,True,False,jindex.php?issn=1819-1932,73693242,2024-02-23T04:06:45.361305
4210200819,1793-1002,"[""1793-1002""]",Advanced series in applied physics,World Scientific,124,1598,False,False,,4210200819,2024-02-23T06:17:38.775028
4306521640,0137-5466,"[""0137-5466"", ""2300-2530""]",Organizacja i Kierowanie,,798,1598,False,False,ogolnouczelniane/oik/kwartalnik_oik,4306521640,2024-02-23T00:29:23.108733
4210225374,1230-3534,"[""2449-9897"", ""1230-3534""]","Hutnik, Wiadomości Hutnicze","Wydawnictwo SIGMA-NOT, sp. z.o.o.",2549,1597,False,False,,4210225374,2024-02-23T06:10:58.308457
2764977439,1751-8326,"[""1751-8334"", ""1751-8326""]",Economic and Labour Market Review,Palgrave Macmillan,862,1596,False,False,journal/41318,2764977439,2024-02-23T11:42:57.165631
4210231686,0168-6356,"[""2155-5397"", ""0168-6356""]",Crustacean issues,CRC Press,114,1588,False,False,,4210231686,2024-02-23T09:21:42.691706
47857099,0039-7660,"[""0039-7660""]",Sylwan,Polish Forestry Society,5197,1586,False,False,http://sylwan.ibles.waw.pl/,47857099,2024-02-23T08:31:10.741645
4306471534,,,G. Narr eBooks,G. Narr,512,1585,False,False,,4306471534,2024-02-23T03:20:39.656540
4306507770,0975-413X,"[""0975-413X""]",Der Pharma Chemica,,3117,1585,False,False,http://derpharmachemica.com,4306507770,2024-02-23T01:20:24.520735
4210226682,1134-4539,"[""2603-6673"", ""1134-4539""]",Revista de lexicografía,University of A Coruña,379,1583,True,False,index.php/rlex,4210226682,2024-02-23T10:56:36.832609
2764689111,,,The Electronic Journal of Science Education,,391,1574,False,False,web/4660,2764689111,2024-02-23T09:27:48.199382
2764368923,0010-7476,"[""0010-7476""]",Contemporary Education,Indiana State University,948,1573,False,False,,2764368923,2024-02-23T04:24:19.691372
2764427209,,,The Journal of Phytology,,355,1573,False,False,,2764427209,2024-02-23T04:13:59.386616
2764646752,,,Agricultural science digest,Agricultural Research Communication Centre,1388,1573,False,False,http://www.indianjournals.com,2764646752,2024-02-23T12:24:26.385060
4306550465,,,日本動物学彙報,,1573,1573,False,False,,4306550465,2024-02-23T03:40:14.127659
2764814348,0734-6670,"[""0734-6670""]",Journal of College Admission,,391,1570,False,False,,2764814348,2024-02-23T12:20:19.184693
2764990639,0975-9344,"[""0975-9344""]",International Journal of Drug Development and Research,Scitechnol Biosoft Pvt. Ltd (OMICS),1028,1569,False,False,http://www.ijddr.com,2764990639,2024-02-23T08:44:40.969676
4210219051,2195-5468,"[""2195-5468""]",Journal of uncertainty analysis and applications,Springer Science+Business Media,78,1566,False,False,https://juaa-journal.springeropen.com/,4210219051,2024-02-23T08:19:28.515148
4210214085,0032-6186,"[""0032-6186""]",Praca i Zabezpieczenie Społeczne,Polskie Wydawnictwo Ekonomiczne,1662,1564,True,False,http://www.pizs.pl,4210214085,2024-02-23T08:32:39.855400
4210226103,0430-0696,"[""0430-0696""]",Symposia of the Faraday Society,Royal Society of Chemistry,104,1564,False,False,,4210226103,2024-02-23T08:27:30.431343
2643336,0308-6976,"[""0308-6976"", ""2053-9029""]","Iee Journal on Microwaves, Optics and Acoustics",,185,1562,False,False,content/journals/ij-moa,2643336,2024-02-23T03:53:55.692586
2764865326,,,Planning and changing,Illinois State University Department of Educational Administration and Foundations,758,1560,False,False,planning,2764865326,2024-02-23T09:19:48.053132
2765016018,0740-7874,"[""0740-7874""]",ERS spectrum,,404,1560,False,False,,2765016018,2024-02-23T10:37:09.027578
4306401256,,,College of Statistical and Actuarial Sciences University of the Punjab Quaid-i-Azam Campus - Pakistan Journal of Statistics and Operation Research,College of Statistical and Actuarial Sciences University of the Punjab Quaid,276,1559,True,False,,4306401256,2024-02-23T11:22:44.378144
193292235,1976-9180,"[""1976-9180"", ""2093-2650""]",Korean Diabetes Journal,Korean Diabetes Association,453,1558,False,False,http://www.e-kdj.org,193292235,2024-02-23T05:59:34.616571
2765035237,1524-5039,"[""1524-5039""]",Early childhood research and practice,,206,1558,False,False,web/4602,2765035237,2024-02-23T06:07:30.213016
4306464152,,,University of Calgary Press eBooks,University of Calgary Press,7627,1557,False,False,,4306464152,2024-02-23T03:17:45.082552
195883663,1866-6175,"[""1866-6175""]",Annalen Der Philosophie Und Philosophischen Kritik,Springer Science+Business Media,325,1556,False,False,,195883663,2024-02-23T23:36:29.533619
148936004,1577-8517,"[""2340-5058"", ""1577-8517""]",The International Journal of Digital Accounting Research,Rutgers University Press,150,1555,False,False,servlet/revista?codigo=8522,148936004,2024-02-23T05:28:03.377896
4306504967,0365-9445,"[""0365-9445"", ""2353-9054""]",Bromatologia i Chemia Toksykologiczna,,2316,1554,False,False,http://www.bromatologiaichemiatoksykologiczna.pl,4306504967,2024-02-23T00:05:44.959965
104868666,1939-1919,"[""1939-1919""]",Veterinary Medicine,"Advanstar Communications, Inc.",1527,1550,False,False,,104868666,2024-02-23T11:44:05.931375
28361319,0146-6623,"[""0146-6623""]",Journal of Aquatic Plant Management,,243,1550,False,False,,28361319,2024-02-23T07:42:42.282001
4306513652,,,International Association for the Evaluation of Educational Achievement,,110,1550,False,False,http://www.iea.nl,4306513652,2024-02-23T02:10:48.628826
4210224981,0968-4891,"[""0968-4891"", ""1463-4457""]",Empowerment in organizations,Emerald (MCB UP),109,1549,False,False,,4210224981,2024-02-23T11:33:43.639142
4210182606,0022-1252,"[""2632-170X"", ""0022-1252""]",Journal of gemmology and proceedings of the Gemmological Association of Great Britain,GEM-A,1763,1547,False,False,,4210182606,2024-02-23T04:28:06.808891
2764976106,1545-8741,"[""1545-8741""]",Amber Waves,United States. Department of Agriculture,1244,1545,False,False,,2764976106,2024-02-23T05:19:40.248513
2764717914,1085-5300,"[""1085-5300""]",Research in the Schools,,254,1544,False,False,,2764717914,2024-02-23T07:45:55.252907
2737733660,0103-4235,"[""0103-4235""]",Alimentos e Nutrição,São Paulo State University,706,1538,True,True,seer/index.php/alimentos,2737733660,2024-02-23T07:14:11.353125
4306465284,,,American Museum of Natural History eBooks,American Museum of Natural History,194,1536,False,False,,4306465284,2024-02-23T00:39:46.278905
986843014,,,English Teaching-practice and Critique,,301,1536,False,False,,986843014,2024-02-23T12:04:49.969223
4210229528,1793-0707,"[""1793-0707""]","Series on stability, vibration and control of systems",World Scientific,246,1531,False,False,,4210229528,2024-02-23T12:01:45.944853
4306508936,,,EĞİTİM VE BİLİM,,1330,1529,False,False,,4306508936,2024-02-23T03:44:14.870387
119322380,0871-4657,"[""1647-8606"", ""0871-4657""]",Psychologia,Coimbra University Press,677,1528,True,True,psychologica/index,119322380,2024-02-23T12:56:28.880072
129923748,1038-2569,"[""1038-2569"", ""1839-4914""]",Youth Studies Australia,,572,1527,False,False,journal/overview,129923748,2024-02-23T12:29:42.133057
4210196311,0033-2372,"[""2657-9545"", ""0033-2372""]",Przegląd Statystyczny,Index Copernicus International S.A.,914,1527,True,True,http://ps.stat.gov.pl,4210196311,2024-02-23T11:54:47.523090
4306511290,0213-683X,"[""0213-683X"", ""2173-6545""]",Geogaceta,,3110,1521,False,False,publicaciones_geogaceta.html,4306511290,2024-02-23T02:10:52.501621
87634573,1939-6716,"[""1942-1273"", ""1939-6716""]",Journal of Late Antiquity,Johns Hopkins University Press,489,1519,False,False,journals/journal_of_late_antiquity/,87634573,2024-02-23T07:49:10.798660
134423501,0146-5422,"[""0146-5422""]",Online,"Information Today, Inc.",2772,1517,False,False,,134423501,2024-02-23T09:51:47.090574
4210221071,1793-1223,"[""1793-1223""]",Lecture notes series on computing,Springer Science+Business Media,197,1517,False,False,,4210221071,2024-02-23T11:03:48.111814
4306506610,,,Commentarii mathematici Universitatis Sancti Pauli = Rikkyo Daigaku sugaku zasshi,,838,1517,False,False,,4306506610,2024-02-23T00:12:21.440525
2764731901,0394-6169,"[""0394-6169"", ""1592-1573""]",Advances in horticultural science,Firenze University Press,955,1516,True,True,index.php/ahs,2764731901,2024-02-23T07:35:36.022026
2764928144,1047-8248,"[""1047-8248""]",Educational Foundations,Routledge,421,1515,False,False,,2764928144,2024-02-23T05:22:30.602608
172367551,0733-4273,"[""0733-4273""]",Journal of Psychology and Christianity,Christian Association for Psychological Studies,607,1514,False,False,index.php?option=com_content&view=article&id=201&Itemid=237,172367551,2024-02-23T06:28:10.287650
4306477089,,,Office for Official Publications of the European Communities eBooks,Office for Official Publications of the European Communities,588,1513,False,False,,4306477089,2024-02-23T03:37:37.169167
2764951764,0197-9922,"[""0197-9922""]",Studies in avian biology,Cooper Ornithological Society,129,1512,False,False,publications/sab.htm,2764951764,2024-02-23T06:01:12.828111
2764796547,1042-9859,"[""1042-9859""]",Education and Training in Mental Retardation,,237,1505,False,False,,2764796547,2024-02-23T05:25:23.026741
4306529437,,,Sede de la CEPAL en Santiago (Estudios e Investigaciones),,3727,1504,False,False,,4306529437,2024-02-23T03:09:32.866305
4210171864,1518-7012,"[""1518-7012"", ""1984-042X""]",Interações,Universidade Católica Dom Bosco,978,1501,True,False,,4210171864,2024-02-23T10:47:03.985100
2764693388,0037-2633,"[""1708-1734"", ""0037-2633""]",Service social,Oxford University Press,1353,1500,True,False,,2764693388,2024-02-23T08:31:52.780709
2764693772,2157-7064,"[""2157-7064""]",Journal of Chromatography & Separation Techniques,OMICS Publishing Group,1218,1500,False,False,jcgsthome.php,2764693772,2024-02-23T08:38:06.727024
4306524763,0033-2038,"[""0033-2038""]",Przegląd Budowlany,,1993,1496,False,False,http://przegladbudowlany.pl,4306524763,2024-02-23T20:57:03.528192
4306533899,,,University of Massachusetts Occasional Papers in Linguistics,,273,1494,False,False,,4306533899,2024-02-23T02:11:05.364758
